biome,char,strategy,n,effective,clear,timeout,error,rate,allRate,timeMedian,levelMedian
cavern,h2_duelist,C,15,15,0,0,0,0,0,128.0583333333812,2
cavern,h2_warlock,A,15,15,0,0,0,0,0,134.30833333337551,7
cavern,h2_warlock,C,15,15,0,0,0,0,0,119.86666666670813,5
cavern,h2_trapper,A,15,15,0,0,0,0,0,135.68333333337426,10
cavern,h2_trapper,C,15,15,0,0,0,0,0,125.33333333337914,8
cavern,h2_voidcaller,A,15,15,0,0,0,0,0,115.36666666670455,7
cavern,h2_voidcaller,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,145.63333333336521,11
cavern,h2_warder,A,15,14,0,1,0,0,0,170.52083333334258,8.5
cavern,h2_warder,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,135.3416666667079,7
cavern,h3_spearmaiden,A,15,15,0,0,0,0,0,128.36666666671425,4
cavern,h3_spearmaiden,C,15,15,0,0,0,0,0,157.8250000000208,2
cavern,h3_plague,A,15,15,0,0,0,0,0,114.50000000003719,6
cavern,h3_plague,C,15,15,0,0,0,0,0,120.8000000000422,6
cavern,h3_beastfang,A,15,15,0,0,0,0,0,100.45000000002601,2
cavern,h3_beastfang,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,134.51666666670866,3
cavern,h3_dragoon,A,15,15,0,0,0,0,0,129.80000000004628,4
cavern,h3_dragoon,C,15,15,0,0,0,0,0,142.07500000003512,4
frost,hunter,A,15,15,0,0,0,0,0,125.46666666671258,6
frost,hunter,C,15,14,0,1,0,0,0,118.62083333337381,6.5
frost,pyro,A,15,15,0,0,0,0,0,133.13333333337658,2
frost,pyro,C,15,15,0,0,0,0,0,125.09166666671229,1
frost,guardian,A,15,15,0,0,0,0,0,127.75000000004773,6
frost,guardian,C,15,15,0,0,0,0,0,141.15000000003596,7
frost,ranger,A,15,14,0,1,0,0,0,134.9958333333749,8
frost,ranger,C,15,14,0,1,0,0,0,114.52083333337055,5
frost,stormcaller,A,15,14,0,1,0,0,0,123.62916666671111,7.5
frost,stormcaller,C,15,15,0,0,0,0,0,118.10000000004005,7
frost,shadow,A,15,15,0,0,0,0,0,125.158333333379,4
frost,shadow,C,15,15,0,0,0,0,0,132.43333333337722,2
frost,g_vanguard,A,15,12,0,3,0,0,0,174.4250000000057,5.5
frost,g_vanguard,C,15,13,0,2,0,0,0,177.71666666666937,7
frost,g_arcanist,A,15,15,0,0,0,0,0,149.158333333362,6
frost,g_arcanist,C,15,15,0,0,0,0,0,105.40000000002995,6
frost,g_ranger,A,15,14,0,1,0,0,0,115.18333333337107,6.5
frost,g_ranger,C,15,15,0,0,0,0,0,132.0750000000442,7
frost,g_warden,A,15,14,0,1,0,0,0,149.63333333336158,3.5
frost,g_warden,C,15,15,0,0,0,0,0,161.71666666668392,3
frost,g_revenant,A,15,15,0,0,0,0,0,197.37499999998482,13
frost,g_revenant,C,15,14,1,1,0,0.07142857142857142,0.06666666666666667,145.92916666669828,9
frost,g_stormcaller,A,15,15,0,0,0,0,0,114.50000000003719,7
frost,g_stormcaller,C,15,15,0,0,0,0,0,123.71666666671119,8
frost,h4_paladin,A,15,15,0,0,0,0,0,229.89166666662192,13
frost,h4_paladin,C,15,15,0,0,0,0,0,166.21666666667983,10
frost,h4_chronomancer,A,15,15,0,0,0,0,0,125.4500000000459,7
frost,h4_chronomancer,C,15,15,0,0,0,0,0,141.07500000003603,7
frost,h4_puppeteer,A,15,15,0,0,0,0,0,113.35833333336961,4
frost,h4_puppeteer,C,15,15,0,0,0,0,0,127.16666666671394,3
frost,h4_gravekeeper,A,15,15,0,0,0,0,0,170.58333333334252,6
frost,h4_gravekeeper,C,15,14,0,1,0,0,0,160.21250000001862,8.5
frost,h4_starcaller,A,15,15,1,0,0,0.06666666666666667,0.06666666666666667,130.25000000004587,4
frost,h4_starcaller,C,15,15,0,0,0,0,0,110.32500000003387,4
frost,h4_bladedancer,A,15,15,0,0,0,0,0,105.92500000003037,2
frost,h4_bladedancer,C,15,14,0,1,0,0,0,124.01250000004475,1
frost,h2_duelist,A,15,15,0,0,0,0,0,134.3000000000422,3
frost,h2_duelist,C,15,15,0,0,0,0,0,100.65000000002617,2
frost,h2_warlock,A,15,15,0,0,0,0,0,127.93333333338121,9
frost,h2_warlock,C,15,15,0,0,0,0,0,158.62500000002007,9
frost,h2_trapper,A,15,15,0,0,0,0,0,124.84166666671209,9
frost,h2_trapper,C,15,15,0,0,0,0,0,130.02500000004608,10
frost,h2_voidcaller,A,15,14,1,1,0,0.07142857142857142,0.06666666666666667,137.63750000003915,10
frost,h2_voidcaller,C,15,15,2,0,0,0.13333333333333333,0.13333333333333333,132.12500000004417,9
frost,h2_warder,A,15,15,0,0,0,0,0,144.2666666666998,7
frost,h2_warder,C,15,14,1,1,0,0.07142857142857142,0.06666666666666667,131.73333333337786,7
frost,h3_spearmaiden,A,15,15,0,0,0,0,0,118.77500000004059,2
frost,h3_spearmaiden,C,15,15,0,0,0,0,0,134.28333333337554,2
frost,h3_plague,A,15,15,0,0,0,0,0,113.0833333333694,6
frost,h3_plague,C,15,15,0,0,0,0,0,128.8000000000472,7
frost,h3_beastfang,A,15,15,0,0,0,0,0,124.36666666671171,3
frost,h3_beastfang,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,140.6166666667031,5
frost,h3_dragoon,A,15,15,0,0,0,0,0,197.15833333331835,8
frost,h3_dragoon,C,15,14,0,1,0,0,0,144.77500000003266,9
inferno,hunter,A,15,15,0,0,0,0,0,117.50000000003958,6
inferno,hunter,C,15,15,0,0,0,0,0,134.49166666670868,8
inferno,pyro,A,15,15,0,0,0,0,0,132.00000000004428,1
inferno,pyro,C,15,15,0,0,0,0,0,88.70000000001666,1
inferno,guardian,A,15,15,1,0,0,0.06666666666666667,0.06666666666666667,134.05833333337574,9
inferno,guardian,C,15,14,0,1,0,0,0,151.63333333335976,8
inferno,ranger,A,15,14,0,1,0,0,0,91.50416666668556,4.5
inferno,ranger,C,15,15,2,0,0,0.13333333333333333,0.13333333333333333,131.59166666671132,9
inferno,stormcaller,A,15,15,0,0,0,0,0,126.25000000004654,7
inferno,stormcaller,C,15,15,0,0,0,0,0,134.6916666667085,8
inferno,shadow,A,15,15,0,0,0,0,0,143.3666666667006,2
inferno,shadow,C,15,15,0,0,0,0,0,123.70000000004451,4
inferno,g_vanguard,A,15,15,0,0,0,0,0,182.62499999999824,5
inferno,g_vanguard,C,15,13,1,2,0,0.07692307692307693,0.06666666666666667,203.3249999999794,8
inferno,g_arcanist,A,15,15,0,0,0,0,0,116.39166666670536,6
inferno,g_arcanist,C,15,15,0,0,0,0,0,122.27500000004338,6
inferno,g_ranger,A,15,15,0,0,0,0,0,124.95833333337885,7
inferno,g_ranger,C,15,15,0,0,0,0,0,115.14166666670437,5
inferno,g_warden,A,15,15,0,0,0,0,0,123.32500000004421,4
inferno,g_warden,C,15,15,0,0,0,0,0,174.34166666667244,4
inferno,g_revenant,A,15,15,0,0,0,0,0,131.46666666671143,8
inferno,g_revenant,C,15,14,2,1,0,0.14285714285714285,0.13333333333333333,145.23333333336558,7
inferno,g_stormcaller,A,15,15,0,0,0,0,0,133.31666666670975,9
inferno,g_stormcaller,C,15,15,0,0,0,0,0,94.84166666668821,5
inferno,h4_paladin,A,15,15,3,0,0,0.2,0.2,230.23333333328827,14
inferno,h4_paladin,C,15,15,0,0,0,0,0,169.7666666666766,10
inferno,h4_chronomancer,A,15,15,0,0,0,0,0,110.94166666670102,7
inferno,h4_chronomancer,C,15,15,0,0,0,0,0,111.73333333336832,5
inferno,h4_puppeteer,A,15,15,0,0,0,0,0,123.72500000004453,3
inferno,h4_puppeteer,C,15,15,0,0,0,0,0,112.10833333336862,4
inferno,h4_gravekeeper,A,15,15,0,0,0,0,0,132.77500000004358,2
inferno,h4_gravekeeper,C,15,15,0,0,0,0,0,139.68333333337063,3
inferno,h4_starcaller,A,15,15,0,0,0,0,0,126.66666666671354,7
inferno,h4_starcaller,C,15,15,0,0,0,0,0,130.45833333337902,4
inferno,h4_bladedancer,A,15,15,0,0,0,0,0,95.30000000002191,2
inferno,h4_bladedancer,C,15,15,0,0,0,0,0,84.56666666668004,2
inferno,h2_duelist,A,15,15,0,0,0,0,0,113.72500000003657,1
inferno,h2_duelist,C,15,15,0,0,0,0,0,113.94166666670341,2
inferno,h2_warlock,A,15,15,0,0,0,0,0,132.58333333337708,8
inferno,h2_warlock,C,15,15,0,0,0,0,0,119.05000000004081,5
inferno,h2_trapper,A,15,15,0,0,0,0,0,79.39166666667592,5
inferno,h2_trapper,C,15,15,0,0,0,0,0,121.81666666670968,9
inferno,h2_voidcaller,A,15,15,1,0,0,0.06666666666666667,0.06666666666666667,151.28333333336008,11
inferno,h2_voidcaller,C,15,15,3,0,0,0.2,0.2,150.50000000002746,10
inferno,h2_warder,A,15,15,0,0,0,0,0,133.18333333337654,6
inferno,h2_warder,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,129.16666666671352,8
inferno,h3_spearmaiden,A,15,15,0,0,0,0,0,131.90000000004437,2
inferno,h3_spearmaiden,C,15,15,0,0,0,0,0,128.6083333333807,2
inferno,h3_plague,A,15,15,0,0,0,0,0,115.87500000003828,6
inferno,h3_plague,C,15,15,0,0,0,0,0,127.7000000000477,7
inferno,h3_beastfang,A,15,15,0,0,0,0,0,114.39166666670377,3
inferno,h3_beastfang,C,15,15,0,0,0,0,0,130.16666666671262,3
inferno,h3_dragoon,A,15,15,0,0,0,0,0,165.80833333334687,5
inferno,h3_dragoon,C,15,15,0,0,0,0,0,125.9083333333796,5
void,hunter,A,15,15,0,0,0,0,0,131.6833333333779,6
void,hunter,C,15,15,0,0,0,0,0,122.28333333337672,6
void,pyro,A,15,15,0,0,0,0,0,117.53333333337294,1
void,pyro,C,15,15,0,0,0,0,0,97.58333333335706,2
void,guardian,A,15,15,0,0,0,0,0,138.40000000003846,9
void,guardian,C,15,15,0,0,0,0,0,139.75000000003723,8
void,ranger,A,15,14,0,1,0,0,0,119.36666666670773,6
void,ranger,C,15,15,0,0,0,0,0,137.75833333337238,9
void,stormcaller,A,15,15,1,0,0,0.06666666666666667,0.06666666666666667,124.73333333337867,8
void,stormcaller,C,15,15,0,0,0,0,0,138.9333333333713,9
void,shadow,A,15,15,0,0,0,0,0,134.23333333337558,3
void,shadow,C,15,14,0,1,0,0,0,131.04166666671182,4.5
void,g_vanguard,A,15,15,0,0,0,0,0,200.9249999999816,8
void,g_vanguard,C,15,15,0,0,0,0,0,191.89166666665648,9
void,g_arcanist,A,15,15,0,0,0,0,0,71.88333333333661,2
void,g_arcanist,C,15,15,0,0,0,0,0,127.0333333333805,8
void,g_ranger,A,15,15,2,0,0,0.13333333333333333,0.13333333333333333,89.1666666666837,5
void,g_ranger,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,130.88333333337863,8
void,g_warden,A,15,15,0,0,0,0,0,131.3583333333782,3
void,g_warden,C,15,15,0,0,0,0,0,120.65833333337542,2
void,g_revenant,A,15,15,2,0,0,0.13333333333333333,0.13333333333333333,141.60833333336888,9
void,g_revenant,C,15,14,0,1,0,0,0,145.00000000003246,7
void,g_stormcaller,A,15,15,0,0,0,0,0,126.05000000004638,7
void,g_stormcaller,C,15,15,0,0,0,0,0,121.3000000000426,7
void,h4_paladin,A,15,15,0,0,0,0,0,138.34166666670518,9
void,h4_paladin,C,15,15,0,0,0,0,0,192.49166666665593,13
void,h4_chronomancer,A,15,15,0,0,0,0,0,84.06666666667964,4
void,h4_chronomancer,C,15,15,0,0,0,0,0,117.8583333333732,7
void,h4_puppeteer,A,15,15,0,0,0,0,0,105.48333333336335,4
void,h4_puppeteer,C,15,15,0,0,0,0,0,92.55000000001972,4
void,h4_gravekeeper,A,15,15,0,0,0,0,0,144.42500000003298,4
void,h4_gravekeeper,C,15,15,0,0,0,0,0,130.2583333333792,4
void,h4_starcaller,A,15,15,0,0,0,0,0,106.45833333336412,3
void,h4_starcaller,C,15,15,0,0,0,0,0,114.52500000003721,4
void,h4_bladedancer,A,15,15,0,0,0,0,0,112.6666666667024,3
void,h4_bladedancer,C,15,15,0,0,0,0,0,119.76666666670805,2
void,h2_duelist,A,15,15,0,0,0,0,0,110.94166666670102,2
void,h2_duelist,C,15,15,0,0,0,0,0,135.54166666670773,3
void,h2_warlock,A,15,15,0,0,0,0,0,130.0333333333794,8
void,h2_warlock,C,15,15,0,0,0,0,0,128.23333333338104,7
void,h2_trapper,A,15,15,0,0,0,0,0,119.12500000004087,8
void,h2_trapper,C,15,15,0,0,0,0,0,133.68333333337608,9
void,h2_voidcaller,A,15,15,0,0,0,0,0,143.05833333336756,10
void,h2_voidcaller,C,15,15,0,0,0,0,0,126.35000000004662,8
void,h2_warder,A,15,15,0,0,0,0,0,155.18333333335653,6
void,h2_warder,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,138.50000000003837,10
void,h3_spearmaiden,A,15,15,0,0,0,0,0,125.95833333337964,2
void,h3_spearmaiden,C,15,15,0,0,0,0,0,107.40833333336488,2
void,h3_plague,A,15,15,0,0,0,0,0,118.441666666707,5
void,h3_plague,C,15,15,0,0,0,0,0,129.30000000004674,7
void,h3_beastfang,A,15,15,0,0,0,0,0,124.40000000004507,3
void,h3_beastfang,C,15,15,0,0,0,0,0,80.40833333334339,2
void,h3_dragoon,A,15,15,0,0,0,0,0,140.50000000003655,5
void,h3_dragoon,C,15,15,0,0,0,0,0,169.90833333334314,6
verdant,hunter,A,15,15,0,0,0,0,0,137.3416666667061,8
verdant,hunter,C,15,15,0,0,0,0,0,118.69166666670719,6
verdant,pyro,A,15,15,0,0,0,0,0,121.85000000004304,1
verdant,pyro,C,15,15,0,0,0,0,0,118.12500000004007,1
verdant,guardian,A,15,15,0,0,0,0,0,140.1583333333702,8
verdant,guardian,C,15,15,0,0,0,0,0,142.53333333336803,8
verdant,ranger,A,15,15,3,0,0,0.2,0.2,155.94166666668917,8
verdant,ranger,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,147.59166666669677,10
verdant,stormcaller,A,15,15,0,0,0,0,0,151.35833333336,12
verdant,stormcaller,C,15,15,0,0,0,0,0,156.22500000002225,12
verdant,shadow,A,15,15,0,0,0,0,0,97.1750000000234,2
verdant,shadow,C,15,15,0,0,0,0,0,131.95833333337765,4
verdant,g_vanguard,A,15,15,2,0,0,0.13333333333333333,0.13333333333333333,206.30833333331003,7
verdant,g_vanguard,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,282.949999999907,8
verdant,g_arcanist,A,15,15,0,0,0,0,0,124.34166666671169,6
verdant,g_arcanist,C,15,15,0,0,0,0,0,112.7916666667025,5
verdant,g_ranger,A,15,15,2,0,0,0.13333333333333333,0.13333333333333333,132.1000000000442,8
verdant,g_ranger,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,118.1500000000401,7
verdant,g_warden,A,15,15,0,0,0,0,0,128.37500000004758,3
verdant,g_warden,C,15,15,0,0,0,0,0,134.4666666667087,3
verdant,g_revenant,A,15,15,1,0,0,0.06666666666666667,0.06666666666666667,139.8000000000372,10
verdant,g_revenant,C,15,14,5,1,0,0.35714285714285715,0.3333333333333333,377.8083333331541,19
verdant,g_stormcaller,A,15,14,0,1,0,0,0,131.44166666671146,8.5
verdant,g_stormcaller,C,15,15,0,0,0,0,0,134.6250000000419,10
verdant,h4_paladin,A,15,14,1,1,0,0.07142857142857142,0.06666666666666667,179.33750000000123,12
verdant,h4_paladin,C,15,15,0,0,0,0,0,186.76666666666114,11
verdant,h4_chronomancer,A,15,15,1,0,0,0.06666666666666667,0.06666666666666667,99.65833333335871,6
verdant,h4_chronomancer,C,15,15,0,0,0,0,0,139.78333333337054,10
verdant,h4_puppeteer,A,15,15,0,0,0,0,0,125.05833333337893,5
verdant,h4_puppeteer,C,15,15,2,0,0,0.13333333333333333,0.13333333333333333,111.10000000003448,5
verdant,h4_gravekeeper,A,15,15,0,0,0,0,0,144.35833333336637,3
verdant,h4_gravekeeper,C,15,14,0,1,0,0,0,132.7708333333739,4.5
verdant,h4_starcaller,A,15,15,0,0,0,0,0,125.10000000004563,5
verdant,h4_starcaller,C,15,15,0,0,0,0,0,95.90000000002239,5
verdant,h4_bladedancer,A,15,15,0,0,0,0,0,91.19166666668531,2
verdant,h4_bladedancer,C,15,15,0,0,0,0,0,102.1583333333607,1
verdant,h2_duelist,A,15,15,1,0,0,0.06666666666666667,0.06666666666666667,88.88333333335014,2
verdant,h2_duelist,C,15,15,0,0,0,0,0,110.24166666670047,5
verdant,h2_warlock,A,15,15,1,0,0,0.06666666666666667,0.06666666666666667,113.73333333336991,6
verdant,h2_warlock,C,15,15,0,0,0,0,0,124.36666666671171,7
verdant,h2_trapper,A,15,15,0,0,0,0,0,148.00833333336305,11
verdant,h2_trapper,C,15,15,0,0,0,0,0,137.9916666667055,11
verdant,h2_voidcaller,A,15,15,2,0,0,0.13333333333333333,0.13333333333333333,135.93333333337404,10
verdant,h2_voidcaller,C,15,15,2,0,0,0.13333333333333333,0.13333333333333333,147.00833333336396,11
verdant,h2_warder,A,15,15,0,0,0,0,0,164.6833333333479,10
verdant,h2_warder,C,15,14,0,1,0,0,0,146.64166666669763,8
verdant,h3_spearmaiden,A,15,15,0,0,0,0,0,180.94999999999976,2
verdant,h3_spearmaiden,C,15,15,0,0,0,0,0,102.50000000002764,3
verdant,h3_plague,A,15,15,0,0,0,0,0,129.52500000004653,5
verdant,h3_plague,C,15,15,0,0,0,0,0,121.800000000043,7
verdant,h3_beastfang,A,15,15,1,0,0,0.06666666666666667,0.06666666666666667,141.50000000003564,3
verdant,h3_beastfang,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,107.49166666669828,2
verdant,h3_dragoon,A,15,15,1,0,0,0.06666666666666667,0.06666666666666667,152.07500000002602,8
verdant,h3_dragoon,C,15,15,0,0,0,0,0,167.86666666667833,11
desert,hunter,A,15,14,1,1,0,0.07142857142857142,0.06666666666666667,124.42916666671175,6.5
desert,hunter,C,15,14,0,1,0,0,0,138.28750000003856,6.5
desert,pyro,A,15,15,0,0,0,0,0,115.02500000003761,1
desert,pyro,C,15,15,0,0,0,0,0,120.86666666670892,2
desert,guardian,A,15,15,0,0,0,0,0,146.1416666666981,8
desert,guardian,C,15,15,0,0,0,0,0,129.61666666671312,7
desert,ranger,A,15,15,0,0,0,0,0,107.3500000000315,5
desert,ranger,C,15,15,0,0,0,0,0,121.65000000004288,7
desert,stormcaller,A,15,15,0,0,0,0,0,133.4916666667096,9
desert,stormcaller,C,15,15,0,0,0,0,0,122.2583333333767,8
desert,shadow,A,15,15,0,0,0,0,0,138.3166666667052,2
desert,shadow,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,103.46666666669508,2
desert,g_vanguard,A,15,15,0,0,0,0,0,169.04166666667726,5
desert,g_vanguard,C,15,15,0,0,0,0,0,176.21666666667073,7
desert,g_arcanist,A,15,15,0,0,0,0,0,85.53333333334747,3
desert,g_arcanist,C,15,14,0,1,0,0,0,121.19583333337584,4
desert,g_ranger,A,15,14,0,1,0,0,0,113.02083333336935,7
desert,g_ranger,C,15,15,0,0,0,0,0,95.50833333335541,6
desert,g_warden,A,15,15,0,0,0,0,0,118.76666666670725,3
desert,g_warden,C,15,15,0,0,0,0,0,140.65833333336974,4
desert,g_revenant,A,15,15,1,0,0,0.06666666666666667,0.06666666666666667,141.56666666670225,5
desert,g_revenant,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,154.53333333335712,10
desert,g_stormcaller,A,15,15,0,0,0,0,0,126.97500000004712,8
desert,g_stormcaller,C,15,15,0,0,0,0,0,135.54166666670773,9
desert,h4_paladin,A,15,14,0,1,0,0,0,160.23333333335194,8.5
desert,h4_paladin,C,15,15,0,0,0,0,0,195.39999999998662,11
desert,h4_chronomancer,A,15,15,0,0,0,0,0,88.80833333335008,5
desert,h4_chronomancer,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,95.93333333335575,5
desert,h4_puppeteer,A,15,15,1,0,0,0.06666666666666667,0.06666666666666667,116.35000000003866,6
desert,h4_puppeteer,C,15,15,1,0,0,0.06666666666666667,0.06666666666666667,122.39166666671014,4
desert,h4_gravekeeper,A,15,15,0,0,0,0,0,131.8083333333778,4
desert,h4_gravekeeper,C,15,15,0,0,0,0,0,136.57500000004012,4
desert,h4_starcaller,A,15,15,0,0,0,0,0,137.03333333337304,6
desert,h4_starcaller,C,15,15,0,0,0,0,0,106.3500000000307,4
